,Daily Cost of Bus,Daily Number of Riders,Ticket Price
35877,1450,65,10.50
35878,1450,70,10.50
35879,1450,75,10.50
35880,1450,80,10.50
35881,1450,85,10.50
35882,1450,90,10.50
35883,1450,95,10.50
35884,1450,100,10.50
35885,1450,105,10.50
35886,1450,110,10.50
35887,1450,115,10.50
35888,1450,120,10.50
35889,1450,125,10.50
35890,1450,130,10.50
35891,1450,135,10.50
35892,1450,140,10.50
35893,1450,145,10.50
35894,1450,150,10.50
35895,1450,155,10.50
35896,1450,160,10.50
35897,1450,165,10.50
35898,1450,170,10.50
35899,1450,175,10.50
35900,1450,180,10.50
35901,1450,185,10.50
35902,1450,190,10.50
35903,1450,195,10.50
35904,1450,200,10.50
35905,1450,205,10.50
35906,1450,210,10.50
35907,1450,215,10.50
35908,1450,220,10.50
35909,1450,225,10.50
35910,1450,230,10.50
35911,1450,235,10.50
35912,1450,240,10.50
35913,1450,245,10.50
35914,1450,250,10.50
35915,1450,255,10.50
35916,1450,260,10.50
35917,1450,20,11.00
35918,1450,25,11.00
35919,1450,30,11.00
35920,1450,35,11.00
35921,1450,40,11.00
35922,1450,45,11.00
35923,1450,50,11.00
35924,1450,55,11.00
35925,1450,60,11.00
35926,1450,65,11.00
35927,1450,70,11.00
35928,1450,75,11.00
35929,1450,80,11.00
35930,1450,85,11.00
35931,1450,90,11.00
35932,1450,95,11.00
35933,1450,100,11.00
35934,1450,105,11.00
35935,1450,110,11.00
35936,1450,115,11.00
35937,1450,120,11.00
35938,1450,125,11.00
35939,1450,130,11.00
35940,1450,135,11.00
35941,1450,140,11.00
35942,1450,145,11.00
35943,1450,150,11.00
35944,1450,155,11.00
35945,1450,160,11.00
35946,1450,165,11.00
35947,1450,170,11.00
35948,1450,175,11.00
35949,1450,180,11.00
35950,1450,185,11.00
35951,1450,190,11.00
35952,1450,195,11.00
35953,1450,200,11.00
35954,1450,205,11.00
35955,1450,210,11.00
35956,1450,215,11.00
35957,1450,220,11.00
35958,1450,225,11.00
35959,1450,230,11.00
35960,1450,235,11.00
35961,1450,240,11.00
35962,1450,245,11.00
35963,1450,250,11.00
35964,1450,255,11.00
35965,1450,260,11.00
35966,1450,20,11.50
35967,1450,25,11.50
35968,1450,30,11.50
35969,1450,35,11.50
35970,1450,40,11.50
35971,1450,45,11.50
35972,1450,50,11.50
35973,1450,55,11.50
35974,1450,60,11.50
35975,1450,65,11.50
35976,1450,70,11.50
35977,1450,75,11.50
35978,1450,80,11.50
35979,1450,85,11.50
35980,1450,90,11.50
35981,1450,95,11.50
35982,1450,100,11.50
35983,1450,105,11.50
35984,1450,110,11.50
35985,1450,115,11.50
35986,1450,120,11.50
35987,1450,125,11.50
35988,1450,130,11.50
35989,1450,135,11.50
35990,1450,140,11.50
35991,1450,145,11.50
35992,1450,150,11.50
35993,1450,155,11.50
35994,1450,160,11.50
35995,1450,165,11.50
35996,1450,170,11.50
35997,1450,175,11.50
35998,1450,180,11.50
35999,1450,185,11.50
36000,1450,190,11.50
36001,1450,195,11.50
36002,1450,200,11.50
36003,1450,205,11.50
36004,1450,210,11.50
36005,1450,215,11.50
36006,1450,220,11.50
36007,1450,225,11.50
36008,1450,230,11.50
36009,1450,235,11.50
36010,1450,240,11.50
36011,1450,245,11.50
36012,1450,250,11.50
36013,1450,255,11.50
36014,1450,260,11.50
36015,1450,20,12.00
36016,1450,25,12.00
36017,1450,30,12.00
36018,1450,35,12.00
36019,1450,40,12.00
36020,1450,45,12.00
36021,1450,50,12.00
36022,1450,55,12.00
36023,1450,60,12.00
36024,1450,65,12.00
36025,1450,70,12.00
36026,1450,75,12.00
36027,1450,80,12.00
36028,1450,85,12.00
36029,1450,90,12.00
36030,1450,95,12.00
36031,1450,100,12.00
36032,1450,105,12.00
36033,1450,110,12.00
36034,1450,115,12.00
36035,1450,120,12.00
36036,1450,125,12.00
36037,1450,130,12.00
36038,1450,135,12.00
36039,1450,140,12.00
36040,1450,145,12.00
36041,1450,150,12.00
36042,1450,155,12.00
36043,1450,160,12.00
36044,1450,165,12.00
36045,1450,170,12.00
36046,1450,175,12.00
36047,1450,180,12.00
36048,1450,185,12.00
36049,1450,190,12.00
36050,1450,195,12.00
36051,1450,200,12.00
36052,1450,205,12.00
36053,1450,210,12.00
36054,1450,215,12.00
36055,1450,220,12.00
36056,1450,225,12.00
36057,1450,230,12.00
36058,1450,235,12.00
36059,1450,240,12.00
36060,1450,245,12.00
36061,1450,250,12.00
36062,1450,255,12.00
36063,1450,260,12.00
36064,1450,20,12.50
36065,1450,25,12.50
36066,1450,30,12.50
36067,1450,35,12.50
36068,1450,40,12.50
36069,1450,45,12.50
36070,1450,50,12.50
36071,1450,55,12.50
36072,1450,60,12.50
36073,1450,65,12.50
36074,1450,70,12.50
36075,1450,75,12.50
36076,1450,80,12.50
36077,1450,85,12.50
36078,1450,90,12.50
36079,1450,95,12.50
36080,1450,100,12.50
36081,1450,105,12.50
36082,1450,110,12.50
36083,1450,115,12.50
36084,1450,120,12.50
36085,1450,125,12.50
36086,1450,130,12.50
36087,1450,135,12.50
36088,1450,140,12.50
36089,1450,145,12.50
36090,1450,150,12.50
36091,1450,155,12.50
36092,1450,160,12.50
36093,1450,165,12.50
36094,1450,170,12.50
36095,1450,175,12.50
36096,1450,180,12.50
36097,1450,185,12.50
36098,1450,190,12.50
36099,1450,195,12.50
36100,1450,200,12.50
36101,1450,205,12.50
36102,1450,210,12.50
36103,1450,215,12.50
36104,1450,220,12.50
36105,1450,225,12.50
36106,1450,230,12.50
36107,1450,235,12.50
36108,1450,240,12.50
36109,1450,245,12.50
36110,1450,250,12.50
36111,1450,255,12.50
36112,1450,260,12.50
36113,1450,20,13.00
36114,1450,25,13.00
36115,1450,30,13.00
36116,1450,35,13.00
36117,1450,40,13.00
36118,1450,45,13.00
36119,1450,50,13.00
36120,1450,55,13.00
36121,1450,60,13.00
36122,1450,65,13.00
36123,1450,70,13.00
36124,1450,75,13.00
36125,1450,80,13.00
36126,1450,85,13.00
36127,1450,90,13.00
36128,1450,95,13.00
36129,1450,100,13.00
36130,1450,105,13.00
36131,1450,110,13.00
36132,1450,115,13.00
36133,1450,120,13.00
36134,1450,125,13.00
36135,1450,130,13.00
36136,1450,135,13.00
36137,1450,140,13.00
36138,1450,145,13.00
36139,1450,150,13.00
36140,1450,155,13.00
36141,1450,160,13.00
36142,1450,165,13.00
36143,1450,170,13.00
36144,1450,175,13.00
36145,1450,180,13.00
36146,1450,185,13.00
36147,1450,190,13.00
36148,1450,195,13.00
36149,1450,200,13.00
36150,1450,205,13.00
36151,1450,210,13.00
36152,1450,215,13.00
36153,1450,220,13.00
36154,1450,225,13.00
36155,1450,230,13.00
36156,1450,235,13.00
36157,1450,240,13.00
36158,1450,245,13.00
36159,1450,250,13.00
36160,1450,255,13.00
36161,1450,260,13.00
36162,1450,20,13.50
36163,1450,25,13.50
36164,1450,30,13.50
36165,1450,35,13.50
36166,1450,40,13.50
36167,1450,45,13.50
36168,1450,50,13.50
36169,1450,55,13.50
36170,1450,60,13.50
36171,1450,65,13.50
36172,1450,70,13.50
36173,1450,75,13.50
36174,1450,80,13.50
36175,1450,85,13.50
36176,1450,90,13.50
36177,1450,95,13.50
36178,1450,100,13.50
36179,1450,105,13.50
36180,1450,110,13.50
36181,1450,115,13.50
36182,1450,120,13.50
36183,1450,125,13.50
36184,1450,130,13.50
36185,1450,135,13.50
36186,1450,140,13.50
36187,1450,145,13.50
36188,1450,150,13.50
36189,1450,155,13.50
36190,1450,160,13.50
36191,1450,165,13.50
36192,1450,170,13.50
36193,1450,175,13.50
36194,1450,180,13.50
36195,1450,185,13.50
36196,1450,190,13.50
36197,1450,195,13.50
36198,1450,200,13.50
36199,1450,205,13.50
36200,1450,210,13.50
36201,1450,215,13.50
36202,1450,220,13.50
36203,1450,225,13.50
36204,1450,230,13.50
36205,1450,235,13.50
36206,1450,240,13.50
36207,1450,245,13.50
36208,1450,250,13.50
36209,1450,255,13.50
36210,1450,260,13.50
36211,1450,20,14.00
36212,1450,25,14.00
36213,1450,30,14.00
36214,1450,35,14.00
36215,1450,40,14.00
36216,1450,45,14.00
36217,1450,50,14.00
36218,1450,55,14.00
36219,1450,60,14.00
36220,1450,65,14.00
36221,1450,70,14.00
36222,1450,75,14.00
36223,1450,80,14.00
36224,1450,85,14.00
36225,1450,90,14.00
36226,1450,95,14.00
36227,1450,100,14.00
36228,1450,105,14.00
36229,1450,110,14.00
36230,1450,115,14.00
36231,1450,120,14.00
36232,1450,125,14.00
36233,1450,130,14.00
36234,1450,135,14.00
36235,1450,140,14.00
36236,1450,145,14.00
36237,1450,150,14.00
36238,1450,155,14.00
36239,1450,160,14.00
36240,1450,165,14.00
36241,1450,170,14.00
36242,1450,175,14.00
36243,1450,180,14.00
36244,1450,185,14.00
36245,1450,190,14.00
36246,1450,195,14.00
36247,1450,200,14.00
36248,1450,205,14.00
36249,1450,210,14.00
36250,1450,215,14.00
36251,1450,220,14.00
36252,1450,225,14.00
36253,1450,230,14.00
36254,1450,235,14.00
36255,1450,240,14.00
36256,1450,245,14.00
36257,1450,250,14.00
36258,1450,255,14.00
36259,1450,260,14.00
36260,1450,20,14.50
36261,1450,25,14.50
36262,1450,30,14.50
36263,1450,35,14.50
36264,1450,40,14.50
36265,1450,45,14.50
36266,1450,50,14.50
36267,1450,55,14.50
36268,1450,60,14.50
36269,1450,65,14.50
36270,1450,70,14.50
36271,1450,75,14.50
36272,1450,80,14.50
36273,1450,85,14.50
36274,1450,90,14.50
36275,1450,95,14.50
36276,1450,100,14.50
36277,1450,105,14.50
36278,1450,110,14.50
36279,1450,115,14.50
36280,1450,120,14.50
36281,1450,125,14.50
36282,1450,130,14.50
36283,1450,135,14.50
36284,1450,140,14.50
36285,1450,145,14.50
36286,1450,150,14.50
36287,1450,155,14.50
36288,1450,160,14.50
36289,1450,165,14.50
36290,1450,170,14.50
36291,1450,175,14.50
36292,1450,180,14.50
36293,1450,185,14.50
36294,1450,190,14.50
36295,1450,195,14.50
36296,1450,200,14.50
36297,1450,205,14.50
36298,1450,210,14.50
36299,1450,215,14.50
36300,1450,220,14.50
36301,1450,225,14.50
36302,1450,230,14.50
36303,1450,235,14.50
36304,1450,240,14.50
36305,1450,245,14.50
36306,1450,250,14.50
36307,1450,255,14.50
36308,1450,260,14.50
36309,1450,20,15.00
36310,1450,25,15.00
36311,1450,30,15.00
36312,1450,35,15.00
36313,1450,40,15.00
36314,1450,45,15.00
36315,1450,50,15.00
36316,1450,55,15.00
36317,1450,60,15.00
36318,1450,65,15.00
36319,1450,70,15.00
36320,1450,75,15.00
36321,1450,80,15.00
36322,1450,85,15.00
36323,1450,90,15.00
36324,1450,95,15.00
36325,1450,100,15.00
36326,1450,105,15.00
36327,1450,110,15.00
36328,1450,115,15.00
36329,1450,120,15.00
36330,1450,125,15.00
36331,1450,130,15.00
36332,1450,135,15.00
36333,1450,140,15.00
36334,1450,145,15.00
36335,1450,150,15.00
36336,1450,155,15.00
36337,1450,160,15.00
36338,1450,165,15.00
36339,1450,170,15.00
36340,1450,175,15.00
36341,1450,180,15.00
36342,1450,185,15.00
36343,1450,190,15.00
36344,1450,195,15.00
36345,1450,200,15.00
36346,1450,205,15.00
36347,1450,210,15.00
36348,1450,215,15.00
36349,1450,220,15.00
36350,1450,225,15.00
36351,1450,230,15.00
36352,1450,235,15.00
36353,1450,240,15.00
36354,1450,245,15.00
36355,1450,250,15.00
36356,1450,255,15.00
36357,1450,260,15.00
36358,1450,20,15.50
36359,1450,25,15.50
36360,1450,30,15.50
36361,1450,35,15.50
36362,1450,40,15.50
36363,1450,45,15.50
36364,1450,50,15.50
36365,1450,55,15.50
36366,1450,60,15.50
36367,1450,65,15.50
36368,1450,70,15.50
36369,1450,75,15.50
36370,1450,80,15.50
36371,1450,85,15.50
36372,1450,90,15.50
36373,1450,95,15.50
36374,1450,100,15.50
36375,1450,105,15.50
36376,1450,110,15.50
36377,1450,115,15.50
36378,1450,120,15.50
36379,1450,125,15.50
36380,1450,130,15.50
36381,1450,135,15.50
36382,1450,140,15.50
36383,1450,145,15.50
36384,1450,150,15.50
36385,1450,155,15.50
36386,1450,160,15.50
36387,1450,165,15.50
36388,1450,170,15.50
36389,1450,175,15.50
36390,1450,180,15.50
36391,1450,185,15.50
36392,1450,190,15.50
36393,1450,195,15.50
36394,1450,200,15.50
36395,1450,205,15.50
36396,1450,210,15.50
36397,1450,215,15.50
36398,1450,220,15.50
36399,1450,225,15.50
36400,1450,230,15.50
36401,1450,235,15.50
36402,1450,240,15.50
36403,1450,245,15.50
36404,1450,250,15.50
36405,1450,255,15.50
36406,1450,260,15.50
36407,1450,20,16.00
36408,1450,25,16.00
36409,1450,30,16.00
36410,1450,35,16.00
36411,1450,40,16.00
36412,1450,45,16.00
36413,1450,50,16.00
36414,1450,55,16.00
36415,1450,60,16.00
36416,1450,65,16.00
36417,1450,70,16.00
36418,1450,75,16.00
36419,1450,80,16.00
36420,1450,85,16.00
36421,1450,90,16.00
36422,1450,95,16.00
36423,1450,100,16.00
36424,1450,105,16.00
36425,1450,110,16.00
36426,1450,115,16.00
36427,1450,120,16.00
36428,1450,125,16.00
36429,1450,130,16.00
36430,1450,135,16.00
36431,1450,140,16.00
36432,1450,145,16.00
36433,1450,150,16.00
36434,1450,155,16.00
36435,1450,160,16.00
36436,1450,165,16.00
36437,1450,170,16.00
36438,1450,175,16.00
36439,1450,180,16.00
36440,1450,185,16.00
36441,1450,190,16.00
36442,1450,195,16.00
36443,1450,200,16.00
36444,1450,205,16.00
36445,1450,210,16.00
36446,1450,215,16.00
36447,1450,220,16.00
36448,1450,225,16.00
36449,1450,230,16.00
36450,1450,235,16.00
36451,1450,240,16.00
36452,1450,245,16.00
36453,1450,250,16.00
36454,1450,255,16.00
36455,1450,260,16.00
36456,1450,20,16.50
36457,1450,25,16.50
36458,1450,30,16.50
36459,1450,35,16.50
36460,1450,40,16.50
36461,1450,45,16.50
36462,1450,50,16.50
36463,1450,55,16.50
36464,1450,60,16.50
36465,1450,65,16.50
36466,1450,70,16.50
36467,1450,75,16.50
36468,1450,80,16.50
36469,1450,85,16.50
36470,1450,90,16.50
36471,1450,95,16.50
36472,1450,100,16.50
36473,1450,105,16.50
36474,1450,110,16.50
36475,1450,115,16.50
36476,1450,120,16.50
36477,1450,125,16.50
36478,1450,130,16.50
36479,1450,135,16.50
36480,1450,140,16.50
36481,1450,145,16.50
36482,1450,150,16.50
36483,1450,155,16.50
36484,1450,160,16.50
36485,1450,165,16.50
36486,1450,170,16.50
36487,1450,175,16.50
36488,1450,180,16.50
36489,1450,185,16.50
36490,1450,190,16.50
36491,1450,195,16.50
36492,1450,200,16.50
36493,1450,205,16.50
36494,1450,210,16.50
36495,1450,215,16.50
36496,1450,220,16.50
36497,1450,225,16.50
36498,1450,230,16.50
36499,1450,235,16.50
36500,1450,240,16.50
36501,1450,245,16.50
36502,1450,250,16.50
36503,1450,255,16.50
36504,1450,260,16.50
36505,1450,20,17.00
36506,1450,25,17.00
36507,1450,30,17.00
36508,1450,35,17.00
36509,1450,40,17.00
36510,1450,45,17.00
36511,1450,50,17.00
36512,1450,55,17.00
36513,1450,60,17.00
36514,1450,65,17.00
36515,1450,70,17.00
36516,1450,75,17.00
36517,1450,80,17.00
36518,1450,85,17.00
36519,1450,90,17.00
36520,1450,95,17.00
36521,1450,100,17.00
36522,1450,105,17.00
36523,1450,110,17.00
36524,1450,115,17.00
36525,1450,120,17.00
36526,1450,125,17.00
36527,1450,130,17.00
36528,1450,135,17.00
36529,1450,140,17.00
36530,1450,145,17.00
36531,1450,150,17.00
36532,1450,155,17.00
36533,1450,160,17.00
36534,1450,165,17.00
36535,1450,170,17.00
36536,1450,175,17.00
36537,1450,180,17.00
36538,1450,185,17.00
36539,1450,190,17.00
36540,1450,195,17.00
36541,1450,200,17.00
36542,1450,205,17.00
36543,1450,210,17.00
36544,1450,215,17.00
36545,1450,220,17.00
36546,1450,225,17.00
36547,1450,230,17.00
36548,1450,235,17.00
36549,1450,240,17.00
36550,1450,245,17.00
36551,1450,250,17.00
36552,1450,255,17.00
36553,1450,260,17.00
36554,1450,20,17.50
36555,1450,25,17.50
36556,1450,30,17.50
36557,1450,35,17.50
36558,1450,40,17.50
36559,1450,45,17.50
36560,1450,50,17.50
36561,1450,55,17.50
36562,1450,60,17.50
36563,1450,65,17.50
36564,1450,70,17.50
36565,1450,75,17.50
36566,1450,80,17.50
36567,1450,85,17.50
36568,1450,90,17.50
36569,1450,95,17.50
36570,1450,100,17.50
36571,1450,105,17.50
36572,1450,110,17.50
36573,1450,115,17.50
36574,1450,120,17.50
36575,1450,125,17.50
36576,1450,130,17.50
36577,1450,135,17.50
36578,1450,140,17.50
36579,1450,145,17.50
36580,1450,150,17.50
36581,1450,155,17.50
36582,1450,160,17.50
36583,1450,165,17.50
36584,1450,170,17.50
36585,1450,175,17.50
36586,1450,180,17.50
36587,1450,185,17.50
36588,1450,190,17.50
36589,1450,195,17.50
36590,1450,200,17.50
36591,1450,205,17.50
36592,1450,210,17.50
36593,1450,215,17.50
36594,1450,220,17.50
36595,1450,225,17.50
36596,1450,230,17.50
36597,1450,235,17.50
36598,1450,240,17.50
36599,1450,245,17.50
36600,1450,250,17.50
36601,1450,255,17.50
36602,1450,260,17.50
36603,1450,20,18.00
36604,1450,25,18.00
36605,1450,30,18.00
36606,1450,35,18.00
36607,1450,40,18.00
36608,1450,45,18.00
36609,1450,50,18.00
36610,1450,55,18.00
36611,1450,60,18.00
36612,1450,65,18.00
36613,1450,70,18.00
36614,1450,75,18.00
36615,1450,80,18.00
36616,1450,85,18.00
36617,1450,90,18.00
36618,1450,95,18.00
36619,1450,100,18.00
36620,1450,105,18.00
36621,1450,110,18.00
36622,1450,115,18.00
36623,1450,120,18.00
36624,1450,125,18.00
36625,1450,130,18.00
36626,1450,135,18.00
36627,1450,140,18.00
36628,1450,145,18.00
36629,1450,150,18.00
36630,1450,155,18.00
36631,1450,160,18.00
36632,1450,165,18.00
36633,1450,170,18.00
36634,1450,175,18.00
36635,1450,180,18.00
36636,1450,185,18.00
36637,1450,190,18.00
36638,1450,195,18.00
36639,1450,200,18.00
36640,1450,205,18.00
36641,1450,210,18.00
36642,1450,215,18.00
36643,1450,220,18.00
36644,1450,225,18.00
36645,1450,230,18.00
36646,1450,235,18.00
36647,1450,240,18.00
36648,1450,245,18.00
36649,1450,250,18.00
36650,1450,255,18.00
36651,1450,260,18.00
36652,1450,20,18.50
36653,1450,25,18.50
36654,1450,30,18.50
36655,1450,35,18.50
36656,1450,40,18.50
36657,1450,45,18.50
36658,1450,50,18.50
36659,1450,55,18.50
36660,1450,60,18.50
36661,1450,65,18.50
36662,1450,70,18.50
36663,1450,75,18.50
36664,1450,80,18.50
36665,1450,85,18.50
36666,1450,90,18.50
36667,1450,95,18.50
36668,1450,100,18.50
36669,1450,105,18.50
36670,1450,110,18.50
36671,1450,115,18.50
36672,1450,120,18.50
36673,1450,125,18.50
36674,1450,130,18.50
36675,1450,135,18.50
36676,1450,140,18.50
36677,1450,145,18.50
36678,1450,150,18.50
36679,1450,155,18.50
36680,1450,160,18.50
36681,1450,165,18.50
36682,1450,170,18.50
36683,1450,175,18.50
36684,1450,180,18.50
36685,1450,185,18.50
36686,1450,190,18.50
36687,1450,195,18.50
36688,1450,200,18.50
36689,1450,205,18.50
36690,1450,210,18.50
36691,1450,215,18.50
36692,1450,220,18.50
36693,1450,225,18.50
36694,1450,230,18.50
36695,1450,235,18.50
36696,1450,240,18.50
36697,1450,245,18.50
36698,1450,250,18.50
36699,1450,255,18.50
36700,1450,260,18.50
36701,1450,20,19.00
36702,1450,25,19.00
36703,1450,30,19.00
36704,1450,35,19.00
36705,1450,40,19.00
36706,1450,45,19.00
36707,1450,50,19.00
36708,1450,55,19.00
36709,1450,60,19.00
36710,1450,65,19.00
36711,1450,70,19.00
36712,1450,75,19.00
36713,1450,80,19.00
36714,1450,85,19.00
36715,1450,90,19.00
36716,1450,95,19.00
36717,1450,100,19.00
36718,1450,105,19.00
36719,1450,110,19.00
36720,1450,115,19.00
36721,1450,120,19.00
36722,1450,125,19.00
36723,1450,130,19.00
36724,1450,135,19.00
36725,1450,140,19.00
36726,1450,145,19.00
36727,1450,150,19.00
36728,1450,155,19.00
36729,1450,160,19.00
36730,1450,165,19.00
36731,1450,170,19.00
36732,1450,175,19.00
36733,1450,180,19.00
36734,1450,185,19.00
36735,1450,190,19.00
36736,1450,195,19.00
36737,1450,200,19.00
36738,1450,205,19.00
36739,1450,210,19.00
36740,1450,215,19.00
36741,1450,220,19.00
36742,1450,225,19.00
36743,1450,230,19.00
36744,1450,235,19.00
36745,1450,240,19.00
36746,1450,245,19.00
36747,1450,250,19.00
36748,1450,255,19.00
36749,1450,260,19.00
36750,1450,20,19.50
36751,1450,25,19.50
36752,1450,30,19.50
36753,1450,35,19.50
36754,1450,40,19.50
36755,1450,45,19.50
36756,1450,50,19.50
36757,1450,55,19.50
36758,1450,60,19.50
36759,1450,65,19.50
36760,1450,70,19.50
36761,1450,75,19.50
36762,1450,80,19.50
36763,1450,85,19.50
36764,1450,90,19.50
36765,1450,95,19.50
36766,1450,100,19.50
36767,1450,105,19.50
36768,1450,110,19.50
36769,1450,115,19.50
36770,1450,120,19.50
36771,1450,125,19.50
36772,1450,130,19.50
36773,1450,135,19.50
36774,1450,140,19.50
36775,1450,145,19.50
36776,1450,150,19.50
36777,1450,155,19.50
36778,1450,160,19.50
36779,1450,165,19.50
36780,1450,170,19.50
36781,1450,175,19.50
36782,1450,180,19.50
36783,1450,185,19.50
36784,1450,190,19.50
36785,1450,195,19.50
36786,1450,200,19.50
36787,1450,205,19.50
36788,1450,210,19.50
36789,1450,215,19.50
36790,1450,220,19.50
36791,1450,225,19.50
36792,1450,230,19.50
36793,1450,235,19.50
36794,1450,240,19.50
36795,1450,245,19.50
36796,1450,250,19.50
36797,1450,255,19.50
36798,1450,260,19.50
36799,1450,20,20.00
36800,1450,25,20.00
36801,1450,30,20.00
36802,1450,35,20.00
36803,1450,40,20.00
36804,1450,45,20.00
36805,1450,50,20.00
36806,1450,55,20.00
36807,1450,60,20.00
36808,1450,65,20.00
36809,1450,70,20.00
36810,1450,75,20.00
36811,1450,80,20.00
36812,1450,85,20.00
36813,1450,90,20.00
36814,1450,95,20.00
36815,1450,100,20.00
36816,1450,105,20.00
36817,1450,110,20.00
36818,1450,115,20.00
36819,1450,120,20.00
36820,1450,125,20.00
36821,1450,130,20.00
36822,1450,135,20.00
36823,1450,140,20.00
36824,1450,145,20.00
36825,1450,150,20.00
36826,1450,155,20.00
36827,1450,160,20.00
36828,1450,165,20.00
36829,1450,170,20.00
36830,1450,175,20.00
36831,1450,180,20.00
36832,1450,185,20.00
36833,1450,190,20.00
36834,1450,195,20.00
36835,1450,200,20.00
36836,1450,205,20.00
36837,1450,210,20.00
36838,1450,215,20.00
36839,1450,220,20.00
36840,1450,225,20.00
36841,1450,230,20.00
36842,1450,235,20.00
36843,1450,240,20.00
36844,1450,245,20.00
36845,1450,250,20.00
36846,1450,255,20.00
36847,1450,260,20.00
36848,1450,20,20.50
36849,1450,25,20.50
36850,1450,30,20.50
36851,1450,35,20.50
36852,1450,40,20.50
36853,1450,45,20.50
36854,1450,50,20.50
36855,1450,55,20.50
36856,1450,60,20.50
36857,1450,65,20.50
36858,1450,70,20.50
36859,1450,75,20.50
36860,1450,80,20.50
36861,1450,85,20.50
36862,1450,90,20.50
36863,1450,95,20.50
36864,1450,100,20.50
36865,1450,105,20.50
36866,1450,110,20.50
36867,1450,115,20.50
36868,1450,120,20.50
36869,1450,125,20.50
36870,1450,130,20.50
36871,1450,135,20.50
36872,1450,140,20.50
36873,1450,145,20.50
36874,1450,150,20.50
36875,1450,155,20.50
36876,1450,160,20.50
36877,1450,165,20.50
36878,1450,170,20.50
36879,1450,175,20.50
36880,1450,180,20.50
36881,1450,185,20.50
36882,1450,190,20.50
36883,1450,195,20.50
36884,1450,200,20.50
36885,1450,205,20.50
36886,1450,210,20.50
36887,1450,215,20.50
36888,1450,220,20.50
36889,1450,225,20.50
36890,1450,230,20.50
36891,1450,235,20.50
36892,1450,240,20.50
36893,1450,245,20.50
36894,1450,250,20.50
36895,1450,255,20.50
36896,1450,260,20.50
36897,1450,20,21.00
36898,1450,25,21.00
36899,1450,30,21.00
36900,1450,35,21.00
36901,1450,40,21.00
36902,1450,45,21.00
36903,1450,50,21.00
36904,1450,55,21.00
36905,1450,60,21.00
36906,1450,65,21.00
36907,1450,70,21.00
36908,1450,75,21.00
36909,1450,80,21.00
36910,1450,85,21.00
36911,1450,90,21.00
36912,1450,95,21.00
36913,1450,100,21.00
36914,1450,105,21.00
36915,1450,110,21.00
36916,1450,115,21.00
36917,1450,120,21.00
36918,1450,125,21.00
36919,1450,130,21.00
36920,1450,135,21.00
36921,1450,140,21.00
36922,1450,145,21.00
36923,1450,150,21.00
36924,1450,155,21.00
36925,1450,160,21.00
36926,1450,165,21.00
36927,1450,170,21.00
36928,1450,175,21.00
36929,1450,180,21.00
36930,1450,185,21.00
36931,1450,190,21.00
36932,1450,195,21.00
36933,1450,200,21.00
36934,1450,205,21.00
36935,1450,210,21.00
36936,1450,215,21.00
36937,1450,220,21.00
36938,1450,225,21.00
36939,1450,230,21.00
36940,1450,235,21.00
36941,1450,240,21.00
36942,1450,245,21.00
36943,1450,250,21.00
36944,1450,255,21.00
36945,1450,260,21.00
36946,1450,20,21.50
36947,1450,25,21.50
36948,1450,30,21.50
36949,1450,35,21.50
36950,1450,40,21.50
36951,1450,45,21.50
36952,1450,50,21.50
36953,1450,55,21.50
36954,1450,60,21.50
36955,1450,65,21.50
36956,1450,70,21.50
36957,1450,75,21.50
36958,1450,80,21.50
36959,1450,85,21.50
36960,1450,90,21.50
36961,1450,95,21.50
36962,1450,100,21.50
36963,1450,105,21.50
36964,1450,110,21.50
36965,1450,115,21.50
36966,1450,120,21.50
36967,1450,125,21.50
36968,1450,130,21.50
36969,1450,135,21.50
36970,1450,140,21.50
36971,1450,145,21.50
36972,1450,150,21.50
36973,1450,155,21.50
36974,1450,160,21.50
36975,1450,165,21.50
36976,1450,170,21.50
36977,1450,175,21.50
36978,1450,180,21.50
36979,1450,185,21.50
36980,1450,190,21.50
36981,1450,195,21.50
36982,1450,200,21.50
36983,1450,205,21.50
36984,1450,210,21.50
36985,1450,215,21.50
36986,1450,220,21.50
36987,1450,225,21.50
36988,1450,230,21.50
36989,1450,235,21.50
36990,1450,240,21.50
36991,1450,245,21.50
36992,1450,250,21.50
36993,1450,255,21.50
36994,1450,260,21.50
36995,1450,20,22.00
36996,1450,25,22.00
36997,1450,30,22.00
36998,1450,35,22.00
36999,1450,40,22.00
37000,1450,45,22.00
37001,1450,50,22.00
37002,1450,55,22.00
37003,1450,60,22.00
37004,1450,65,22.00
37005,1450,70,22.00
37006,1450,75,22.00
37007,1450,80,22.00
37008,1450,85,22.00
37009,1450,90,22.00
37010,1450,95,22.00
37011,1450,100,22.00
37012,1450,105,22.00
37013,1450,110,22.00
37014,1450,115,22.00
37015,1450,120,22.00
37016,1450,125,22.00
37017,1450,130,22.00
37018,1450,135,22.00
37019,1450,140,22.00
37020,1450,145,22.00
37021,1450,150,22.00
37022,1450,155,22.00
37023,1450,160,22.00
37024,1450,165,22.00
37025,1450,170,22.00
37026,1450,175,22.00
37027,1450,180,22.00
37028,1450,185,22.00
37029,1450,190,22.00
37030,1450,195,22.00
37031,1450,200,22.00
37032,1450,205,22.00
37033,1450,210,22.00
37034,1450,215,22.00
37035,1450,220,22.00
37036,1450,225,22.00
37037,1450,230,22.00
37038,1450,235,22.00
37039,1450,240,22.00
37040,1450,245,22.00
